0.0000	31.338	-0.40074	1
0.1833	18.5512	2.6716	0	
0.1840	19.1277	-0.0667901	0	
0.1847	14.5685	1.40259	0	
0.1853	10.5857	2.93876	0	
0.1860	10.5857	2.07049	0	
0.1867	2.04378	0.20037	0	
0.1873	-12.5771	1.40259	0	
0.1880	-9.85207	2.93876	0	
0.1887	7.86069	1.73654	0	
0.1893	19.4421	1.13543	0	
0.1900	29.5038	2.07049	0	
0.1907	46.9021	1.40259	0	
0.1913	57.5927	1.13543	0	
0.1920	56.3874	3.27271	0	
0.1927	52.0902	2.6716	0	
0.1933	42.9718	-0.0667901	0	
0.1940	20.9619	-0.734691	0	
0.1947	-12.5771	-1.60296	0	
0.1953	-47.3738	-2.53802	0	
0.1960	-64.4577	-1.00185	0	
0.1967	-56.5446	-0.0667901	0	
0.1973	-38.8318	0.20037	0	
0.1980	-21.7479	1.13543	0	
0.1987	-4.97844	-0.0667901	0	
0.1993	6.65539	-1.00185	0	
0.2000	10.9002	1.13543	0	
0.2007	14.2541	2.93876	0	
0.2013	15.1973	2.07049	0	
0.2020	11.8434	2.33765	0	
0.2027	8.75157	3.53987	0	
0.2033	3.56351	4.20777	0	
0.2040	-8.64676	3.87382	0	
0.2047	-19.5993	3.27271	0	
0.2053	-25.1018	3.87382	0	
0.2060	-24.7874	2.07049	0	
0.2067	-17.4507	-0.40074	0	
0.2073	-9.85207	2.07049	0	
0.2080	-8.33234	3.27271	0	
0.2087	-8.01791	-2.20407	0	
0.2093	-7.07463	-4.07419	0	
0.2100	-10.1665	-1.00185	0	
0.2107	-11.3718	-3.13913	0	
0.2113	-10.7429	-6.47864	0	
0.2120	-13.8348	-5.27641	0	
0.2127	-16.5599	-5.61036	0	
0.2133	-15.3546	-7.14654	0	
0.2140	-12.5771	-4.34135	0	
0.2147	-2.51542	-0.734691	0	
0.2153	14.2541	-0.734691	0	
0.2160	29.5038	-2.87197	0	
0.2167	40.1944	-3.74024	0	
0.2173	41.3997	-2.53802	0	
0.2180	23.7393	-1.3358	0	
0.2187	0.838474	-1.60296	0	
0.2193	-9.85207	-2.87197	0	
0.2200	-14.7257	-3.13913	0	
0.2207	-19.5993	-2.87197	0	
0.2213	-15.931	-1.60296	0	
0.2220	-4.34958	-0.734691	0	
0.2227	9.38043	-2.20407	0	
0.2233	26.7788	-1.60296	0	
0.2240	38.6746	0.20037	0	
0.2247	34.1154	-1.60296	0	
0.2253	23.1104	-3.74024	0	
0.2260	13.9396	-1.00185	0	
0.2267	-5.29287	1.13543	0	
0.2273	-32.7529	0.20037	0	
0.2280	-44.0199	-0.0667901	0	
0.2287	-33.0149	-0.0667901	0	
0.2293	-18.7085	0.20037	0	
0.2300	-11.6862	2.93876	0	
0.2307	-7.38905	3.53987	0	
0.2313	-2.82985	2.33765	0	
0.2320	0.838474	2.93876	0	
0.2327	4.82123	2.93876	0	
0.2333	6.65539	1.13543	0	
0.2340	3.56351	-0.0667901	0	
0.2347	-2.20099	-0.40074	0	
0.2353	-4.66401	0.20037	0	
0.2360	-3.45871	1.13543	0	
0.2367	-3.14428	1.73654	0	
0.2373	1.1529	1.40259	0	
0.2380	12.7343	0.20037	0	
0.2387	23.1104	-0.734691	0	
0.2393	27.6696	0.20037	0	
0.2400	29.5038	-0.40074	0	
0.2407	26.7788	-2.20407	0	
0.2413	20.6474	-1.60296	0	
0.2420	18.5512	-0.734691	0	
0.2427	16.0882	-1.60296	0	
0.2433	10.5857	-0.734691	0	
0.2440	2.35821	0.20037	0	
0.2447	-15.0401	-1.60296	0	
0.2453	-38.8318	-1.60296	0	
0.2460	-48.5791	-0.734691	0	
0.2467	-38.5174	-3.47308	0	
0.2473	-24.473	-4.6753	0	
0.2480	-14.4113	-2.53802	0	
0.2487	-3.14428	-2.53802	0	
0.2493	4.82123	-3.13913	0	
0.2500	-3.45871	-1.3358	0	
0.2507	-23.8965	-0.734691	0	
0.2513	-34.8491	0.20037	0	
0.2520	-26.3071	3.53987	0	
0.2527	-8.33234	3.53987	0	
0.2533	9.066	1.40259	0	
0.2540	23.1104	3.27271	0	
0.2547	33.1721	3.87382	0	
0.2553	40.5088	0.20037	0	
0.2560	44.4915	-1.3358	0	
0.2567	41.7141	2.6716	0	
0.2573	28.6129	3.53987	0	
0.2580	-1.62454	0.20037	0	
0.2587	-38.5174	-0.734691	0	
0.2593	-52.8763	-0.734691	0	
0.2600	-34.5871	-1.00185	0	
0.2607	-5.29287	0.53432	0	
0.2613	13.9396	3.27271	0	
0.2620	13.6252	2.6716	0	
0.2627	-5.55489	0.20037	0	
0.2633	-22.9532	-0.734691	0	
0.2640	-28.4557	-1.00185	0	
0.2647	-32.7529	0.53432	0	
0.2653	-34.8491	2.07049	0	
0.2660	-29.9754	-0.40074	0	
0.2667	-25.7307	-0.734691	0	
0.2673	-24.473	3.87382	0	
0.2680	-18.7085	3.27271	0	
0.2687	-10.4809	-1.00185	0	
0.2693	-3.14428	-0.734691	0	
0.2700	2.04378	-0.40074	0	
0.2707	4.82123	-1.93691	0	
0.2713	9.066	-0.0667901	0	
0.2720	9.066	2.07049	0	
0.2727	2.98706	1.13543	0	
0.2733	3.30149	0.801481	0	
0.2740	10.2713	1.13543	0	
0.2747	13.0488	-0.734691	0	
0.2753	16.4026	-1.00185	0	
0.2760	20.3854	0.20037	0	
0.2767	18.8133	0.801481	0	
0.2773	17.608	2.07049	0	
0.2780	20.3854	2.6716	0	
0.2787	18.5512	-1.60296	0	
0.2793	15.1973	-5.27641	0	
0.2800	17.0315	-2.53802	0	
0.2807	19.4421	-0.0667901	0	
0.2813	17.9224	-1.3358	0	
0.2820	14.8829	-1.93691	0	
0.2827	14.2541	-2.87197	0	
0.2833	18.5512	-3.47308	0	
0.2840	23.4249	-1.3358	0	
0.2847	22.4816	0.20037	0	
0.2853	20.3854	-1.3358	0	
0.2860	23.7393	-2.20407	0	
0.2867	32.8577	-1.93691	0	
0.2873	37.1549	-1.00185	0	
0.2880	23.1104	1.13543	0	
0.2887	-0.104809	1.13543	0	
0.2893	-17.1887	0.53432	0	
0.2900	-39.1463	1.40259	0	
0.2907	-68.126	0.53432	0	
0.2913	-75.7771	-2.53802	0	
0.2920	-55.0249	-3.13913	0	
0.2927	-35.1635	-2.87197	0	
0.2933	-25.7307	-3.47308	0	
0.2940	-18.0796	-3.47308	0	
0.2947	-12.0007	-4.07419	0	
0.2953	-8.90879	-4.34135	0	
0.2960	-6.8126	-2.87197	0	
0.2967	-6.18375	-3.13913	0	
0.2973	-5.29287	-6.21147	0	
0.2980	-0.995688	-6.21147	0	
0.2987	-0.104809	-4.34135	0	
0.2993	-7.07463	-3.74024	0	
0.3000	-15.0401	-2.87197	0	
0.3007	-15.3546	-2.53802	0	
0.3013	-10.1665	-4.34135	0	
0.3020	-3.45871	-4.34135	0	
0.3027	6.34096	-2.20407	0	
0.3033	18.5512	-1.00185	0	
0.3040	31.6524	-1.00185	0	
0.3047	46.0113	-1.60296	0	
0.3053	50.256	-3.13913	0	
0.3060	28.2985	-4.07419	0	
0.3067	-5.55489	-1.93691	0	
0.3073	-25.4162	0.20037	0	
0.3080	-34.5871	-1.00185	0	
0.3087	-37.3121	-1.60296	0	
0.3093	-21.1191	-1.3358	0	
0.3100	3.30149	-2.20407	0	
0.3107	11.2146	-2.53802	0	
0.3113	9.066	-0.734691	0	
0.3120	8.17512	-1.00185	0	
0.3127	6.65539	-3.47308	0	
0.3133	6.02653	-2.53802	0	
0.3140	4.5068	0.53432	0	
0.3147	-2.20099	0.801481	0	
0.3153	-5.55489	-0.0667901	0	
0.3160	-5.29287	2.33765	0	
0.3167	-7.38905	4.80888	0	
0.3173	-6.49817	2.07049	0	
0.3180	-1.62454	-0.0667901	0	
0.3187	0.524046	0.801481	0	
0.3193	2.35821	-1.3358	0	
0.3200	5.7121	-2.53802	0	
0.3207	9.066	0.20037	0	
0.3213	16.4026	-1.3358	0	
0.3220	25.8355	-2.53802	0	
0.3227	29.1894	2.6716	0	
0.3233	24.6302	3.27271	0	
0.3240	14.5685	-2.53802	0	
0.3247	0.838474	-2.87197	0	
0.3253	-8.64676	0.20037	0	
0.3260	-12.5771	-0.0667901	0	
0.3267	-13.5204	-0.0667901	0	
0.3273	-6.18375	1.13543	0	
0.3280	7.54627	1.13543	0	
0.3287	16.7171	0.20037	0	
0.3293	24.9446	-0.734691	0	
0.3300	37.4693	0.20037	0	
0.3307	34.1154	2.33765	0	
0.3313	2.04378	1.13543	0	
0.3320	-35.7924	-0.40074	0	
0.3327	-47.3738	3.27271	0	
0.3333	-29.399	5.07604	0	
0.3340	-5.55489	1.73654	0	
0.3347	2.98706	0.53432	0	
0.3353	1.72935	3.27271	0	
0.3360	0.524046	3.53987	0	
0.3367	-6.18375	1.13543	0	
0.3373	-16.5599	0.20037	0	
0.3380	-13.8348	1.40259	0	
0.3387	0.209619	2.07049	0	
0.3393	10.2713	1.40259	0	
0.3400	13.3632	2.93876	0	
0.3407	13.6252	2.6716	0	
0.3413	7.54627	-1.3358	0	
0.3420	-3.45871	-1.3358	0	
0.3427	-10.7429	2.93876	0	
0.3433	-8.33234	2.93876	0	
0.3440	-3.45871	0.20037	0	
0.3447	-5.55489	0.801481	0	
0.3453	-10.4809	1.73654	0	
0.3460	-10.1665	2.07049	0	
0.3467	-11.3718	4.80888	0	
0.3473	-16.2454	3.27271	0	
0.3480	-16.2454	-3.47308	0	
0.3487	-11.6862	-4.34135	0	
0.3493	-9.85207	1.13543	0	
0.3500	-8.01791	2.6716	0	
0.3507	-0.366832	0.20037	0	
0.3513	11.529	0.20037	0	
0.3520	23.4249	1.13543	0	
0.3527	28.6129	1.73654	0	
0.3533	20.3854	2.6716	0	
0.3540	4.5068	2.07049	0	
0.3547	-6.8126	1.40259	0	
0.3553	-8.90879	3.27271	0	
0.3560	-5.86932	4.80888	0	
0.3567	-2.51542	5.40999	0	
0.3573	1.1529	4.80888	0	
0.3580	6.34096	1.73654	0	
0.3587	9.38043	2.6716	0	
0.3593	10.2713	6.0111	0	
0.3600	12.1055	3.53987	0	
0.3607	11.2146	1.13543	0	
0.3613	0.209619	4.47493	0	
0.3620	-8.64676	3.87382	0	
0.3627	-2.51542	1.73654	0	
0.3633	9.066	5.07604	0	
0.3640	10.9002	4.80888	0	
0.3647	6.02653	-0.734691	0	
0.3653	2.98706	0.20037	0	
0.3660	-0.366832	4.20777	0	
0.3667	-0.995688	3.53987	0	
0.3673	9.066	2.07049	0	
0.3680	19.1277	1.13543	0	
0.3687	13.0488	1.13543	0	
0.3693	-0.104809	2.6716	0	
0.3700	-4.97844	4.80888	0	
0.3707	-4.66401	3.87382	0	
0.3713	-5.55489	2.6716	0	
0.3720	-10.1665	4.47493	0	
0.3727	-19.0229	6.61222	0	
0.3733	-18.7085	3.87382	0	
0.3740	-4.97844	0.801481	0	
0.3747	6.65539	1.13543	0	
0.3753	10.2713	-0.40074	0	
0.3760	10.9002	-4.34135	0	
0.3767	11.2146	-2.53802	0	
0.3773	16.0882	0.801481	0	
0.3780	26.7788	-1.3358	0	
0.3787	36.8405	-3.13913	0	
0.3793	41.7141	-0.40074	0	
0.3800	31.338	1.13543	0	
0.3807	2.04378	0.801481	0	
0.3813	-26.3071	1.13543	0	
0.3820	-43.391	0.20037	0	
0.3827	-53.5051	-1.00185	0	
0.3833	-50.1512	0.53432	0	
0.3840	-33.9582	3.87382	0	
0.3847	-22.0623	2.33765	0	
0.3853	-19.5993	-0.734691	0	
0.3860	-18.0796	1.40259	0	
0.3867	-14.4113	5.40999	0	
0.3873	-4.34958	3.53987	0	
0.3880	12.7343	-0.0667901	0	
0.3887	27.0932	-0.0667901	0	
0.3893	34.1154	1.13543	0	
0.3900	30.1327	1.73654	0	
0.3907	9.38043	3.53987	0	
0.3913	-24.7874	3.87382	0	
0.3920	-56.5446	1.13543	0	
0.3927	-67.5496	-0.40074	0	
0.3933	-52.2474	0.20037	0	
0.3940	-25.7307	-0.734691	0	
0.3947	-2.82985	-1.60296	0	
0.3953	16.7171	-0.734691	0	
0.3960	33.1721	-0.734691	0	
0.3967	32.8577	-2.53802	0	
0.3973	17.0315	-5.27641	0	
0.3980	3.56351	-7.14654	0	
0.3987	-4.03516	-5.27641	0	
0.3993	-12.5771	-2.53802	0	
0.4000	-16.5599	-2.53802	0	
0.4007	-14.7257	-3.13913	0	
0.4013	-13.206	-1.60296	0	
0.4020	-10.7429	-2.20407	0	
0.4027	-6.49817	-3.13913	0	
0.4033	-5.86932	-0.40074	0	
0.4040	-6.18375	-0.734691	0	
0.4047	-5.29287	-5.27641	0	
0.4053	-7.07463	-4.07419	0	
0.4060	-6.18375	-0.734691	0	
0.4067	-0.366832	-4.34135	0	
0.4073	2.98706	-6.81259	0	
0.4080	4.5068	-2.87197	0	
0.4087	9.066	-1.60296	0	
0.4093	13.0488	-4.34135	0	
0.4100	14.2541	-2.53802	0	
0.4107	10.2713	-0.734691	0	
0.4113	4.19237	-2.87197	0	
0.4120	2.98706	-4.07419	0	
0.4127	3.87794	-2.53802	0	
0.4133	-3.45871	-3.47308	0	
0.4140	-11.0574	-4.07419	0	
0.4147	-8.01791	-0.0667901	0	
0.4153	-0.995688	-0.734691	0	
0.4160	1.72935	-5.00925	0	
0.4167	4.19237	-4.34135	0	
0.4173	5.7121	-3.74024	0	
0.4180	5.7121	-7.74765	0	
0.4187	13.9396	-6.81259	0	
0.4193	26.1499	-1.3358	0	
0.4200	27.9841	-1.60296	0	
0.4207	25.259	-3.74024	0	
0.4213	26.1499	-0.734691	0	
0.4220	23.1104	0.801481	0	
0.4227	16.4026	-1.00185	0	
0.4233	14.8829	-0.734691	0	
0.4240	11.8434	0.53432	0	
0.4247	7.23184	-0.0667901	0	
0.4253	7.86069	-1.93691	0	
0.4260	6.02653	-3.74024	0	
0.4267	4.82123	-6.21147	0	
0.4273	22.2196	-8.01481	0	
0.4280	47.8454	-9.88493	0	
0.4287	55.1297	-10.486	0	
0.4293	48.7363	-8.94987	0	
0.4300	40.5088	-8.01481	0	
0.4307	30.1327	-8.01481	0	
0.4313	16.7171	-5.87752	0	
0.4320	-1.62454	1.40259	0	
0.4327	-26.3071	10.6196	0	
0.4333	-45.5396	13.9591	0	
0.4340	-56.5446	7.54728	0	
0.4347	-57.1735	0.53432	0	
0.4353	-35.7924	1.13543	0	
0.4360	-2.51542	2.07049	0	
0.4367	6.65539	-0.0667901	0	
0.4373	-8.90879	0.20037	0	
0.4380	-21.1191	0.53432	0	
0.4387	-24.7874	-1.60296	0	
0.4393	-26.6216	-0.40074	0	
0.4400	-22.3768	4.47493	0	
0.4407	-14.4113	2.93876	0	
0.4413	-10.7429	-2.53802	0	
0.4420	-8.01791	-1.93691	0	
0.4427	-4.34958	1.40259	0	
0.4433	-5.86932	-0.0667901	0	
0.4440	-7.38905	-1.93691	0	
0.4447	-4.66401	1.40259	0	
0.4453	-6.8126	3.53987	0	
0.4460	-13.8348	1.73654	0	
0.4467	-14.4113	2.33765	0	
0.4473	-8.33234	4.20777	0	
0.4480	-5.29287	1.73654	0	
0.4487	-10.7429	0.53432	0	
0.4493	-16.5599	1.73654	0	
0.4500	-15.0401	-0.734691	0	
0.4507	-8.90879	-2.53802	0	
0.4513	-5.86932	-0.0667901	0	
0.4520	-6.18375	1.40259	0	
0.4527	-4.34958	0.53432	0	
0.4533	1.46733	-0.0667901	0	
0.4540	7.54627	-0.0667901	0	
0.4547	8.75157	-0.0667901	0	
0.4553	6.34096	-0.734691	0	
0.4560	7.54627	-2.53802	0	
0.4567	10.0093	-4.34135	0	
0.4573	7.86069	-2.87197	0	
0.4580	5.08325	-0.734691	0	
0.4587	4.5068	0.801481	0	
0.4593	3.87794	1.73654	0	
0.4600	6.34096	2.6716	0	
0.4607	13.6252	1.73654	0	
0.4613	20.071	-0.40074	0	
0.4620	22.2196	-0.734691	0	
0.4627	20.071	2.07049	0	
0.4633	11.8434	2.93876	0	
0.4640	3.56351	1.40259	0	
0.4647	-0.104809	1.73654	0	
0.4653	-5.29287	2.07049	0	
0.4660	-13.206	-0.40074	0	
0.4667	-11.6862	-1.93691	0	
0.4673	6.34096	0.20037	0	
0.4680	34.1154	2.33765	0	
0.4687	60.6322	3.27271	0	
0.4693	70.6938	4.47493	0	
0.4700	53.0335	2.33765	0	
0.4707	16.4026	-0.40074	0	
0.4713	-17.1887	1.40259	0	
0.4720	-40.0371	3.87382	0	
0.4727	-52.8763	2.07049	0	
0.4733	-49.2079	-0.40074	0	
0.4740	-30.2899	-1.60296	0	
0.4747	-13.206	-2.87197	0	
0.4753	-9.22322	-4.34135	0	
0.4760	-8.33234	-6.21147	0	
0.4767	-4.03516	-5.61036	0	
0.4773	-9.85207	-1.60296	0	
0.4780	-28.7701	-1.3358	0	
0.4787	-35.7924	-4.6753	0	
0.4793	-23.5821	-4.6753	0	
0.4800	-10.1665	-2.53802	0	
0.4807	-1.88657	-3.74024	0	
0.4813	2.35821	-3.13913	0	
0.4820	-0.68126	0.801481	0	
0.4827	-2.20099	2.33765	0	
0.4833	5.39768	2.07049	0	
0.4840	12.7343	1.40259	0	
0.4847	13.3632	0.20037	0	
0.4853	10.9002	-1.3358	0	
0.4860	5.7121	-0.0667901	0	
0.4867	4.82123	0.53432	0	
0.4873	7.86069	-0.40074	0	
0.4880	7.54627	-0.40074	0	
0.4887	5.08325	0.801481	0	
0.4893	4.82123	2.07049	0	
